-1113,-1113,-1113,-572,152,-1421
237,237,237,-788,-134,-1882
1149,1149,1149,-766,-311,-2000
1287,1287,1287,-850,-1188,-2000
1405,1405,1405,-986,-1419,-1810
937,937,937,-841,-2000,-611
1253,1253,1253,-687,-2000,1410
1418,1418,1418,57,-2000,565
1462,1462,1462,1517,-2000,-1684
1160,1160,1160,1262,-2000,-2000
763,763,763,978,-1241,-2000
523,523,523,789,50,-2000
-10,-10,-10,183,506,-1059
330,330,330,147,1117,-229
-31,-31,-31,196,1721,-307
-1050,-1050,-1050,168,1617,-1820
-2000,-2000,-2000,-103,465,-2000
-971,-971,-971,-609,-373,-1421
408,408,408,-823,-185,-1877
1000,1000,1000,-792,-148,-2000
1252,1252,1252,-840,-939,-2000
778,778,778,-812,-1286,-1538
776,776,776,-635,-2000,-814
1550,1550,1550,-692,-2000,723
866,866,866,-223,-2000,963
1036,1036,1036,1297,-2000,-1344
973,973,973,1366,-2000,-2000
-210,-210,-210,658,-463,-2000
407,407,407,678,181,-2000
77,77,77,273,729,-1537
22,22,22,-3,614,-275
-83,-83,-83,-14,878,451
-181,-181,-181,35,1517,525
-679,-679,-679,201,1965,-2000
-2000,-2000,-2000,-334,522,-861
-868,-868,-868,-575,-28,-1476
93,93,93,-814,242,-1777
509,509,509,-776,423,-2000
759,759,759,-687,-177,-1962
425,425,425,-698,-696,-1291
375,375,375,-402,-1589,-877
805,805,805,-304,-2000,311
777,777,777,-179,-1962,552
706,706,706,864,-1804,-755
658,658,658,1235,-1543,-1895
-292,-292,-292,731,-436,-2000
-52,-52,-52,485,413,-2000
216,216,216,360,920,-1748
81,81,81,76,455,-317
53,53,53,79,391,297
-100,-100,-100,91,757,798
-737,-737,-737,106,1458,12
-1616,-1616,-1616,207,1264,-1593
-1524,-1524,-1524,-483,312,-453
-411,-411,-411,-478,156,-1167
22,22,22,-631,409,-1886
380,380,380,-514,410,-2000
523,523,523,-526,-302,-1451
416,416,416,-502,-900,-968
815,815,815,-348,-1651,-296
1024,1024,1024,-374,-1736,553
611,611,611,198,-1612,204
433,433,433,1020,-1530,-730
409,409,409,1119,-1276,-1707
-266,-266,-266,568,-336,-2000
-345,-345,-345,423,119,-2000
-144,-144,-144,595,451,-1965
35,35,35,107,346,-696
123,123,123,-242,257,106
353,353,353,-229,375,710
497,497,497,20,872,413
31,31,31,315,1635,-1084
-138,-138,-138,-272,1065,-414
-764,-764,-764,-690,295,-233
-957,-957,-957,-504,71,-534
-628,-628,-628,-496,294,-1413
-10,-10,-10,-502,771,-1968
312,312,312,-448,-9,-1524
310,310,310,-516,-504,-820
481,481,481,-307,-916,-593
581,581,581,-272,-1137,-83
372,372,372,-219,-896,150
194,194,194,191,-841,52
125,125,125,476,-716,-115
259,259,259,693,-697,-632
331,331,331,761,-206,-1744
-139,-139,-139,372,739,-2000
-11,-11,-11,417,876,-1830
35,35,35,166,215,-533
22,22,22,-211,127,225
74,74,74,-112,176,493
68,68,68,28,536,781
-256,-256,-256,191,1251,383
-565,-565,-565,186,1147,-564
-624,-624,-624,-428,586,-205
-748,-748,-748,-578,209,-159
-619,-619,-619,-401,401,-473
-282,-282,-282,-319,1069,-1284
320,320,320,-204,506,-1677
245,245,245,-508,-26,-848
111,111,111,-389,-433,-529
179,179,179,-136,-696,-407
313,313,313,-100,-777,-98
300,300,300,-82,-568,60
254,254,254,121,-479,39
182,182,182,297,-439,-38
149,149,149,434,-416,-270
154,154,154,598,-372,-920
-89,-89,-89,601,615,-2000
78,78,78,505,1107,-2000
8,8,8,102,332,-635
-17,-17,-17,-310,68,177
35,35,35,-165,7,439
80,80,80,29,198,838
-68,-68,-68,180,567,571
-609,-609,-609,382,1024,-171
-628,-628,-628,50,510,-398
-611,-611,-611,-506,140,59
-666,-666,-666,-431,52,-6
-479,-479,-479,-234,331,-98
-398,-398,-398,-160,1231,-1357
168,168,168,-67,510,-1746
106,106,106,-459,54,-787
152,152,152,-368,-256,-474
242,242,242,-132,-525,-442
308,308,308,-96,-657,-277
333,333,333,-166,-556,7
286,286,286,-103,-463,193
188,188,188,130,-476,121
81,81,81,353,-455,-104
206,206,206,499,-612,-422
231,231,231,698,701,-2000
221,221,221,881,1073,-2000
-159,-159,-159,-278,309,-439
-93,-93,-93,-286,109,67
37,37,37,-23,68,212
-45,-45,-45,4,120,461
-273,-273,-273,60,333,653
-546,-546,-546,56,597,497
-651,-651,-651,65,582,61
-572,-572,-572,-146,378,-137
-449,-449,-449,-345,318,-185
-215,-215,-215,-326,662,-315
-135,-135,-135,-255,1070,-1025
-51,-51,-51,-71,539,-1458
-36,-36,-36,-310,134,-639
-18,-18,-18,-275,-57,-389
66,66,66,-112,-263,-415
160,160,160,-69,-443,-385
262,262,262,-105,-504,-176
315,315,315,-134,-451,47
306,306,306,-25,-383,187
227,227,227,148,-376,148
